@relation HAR

@attribute accX__fft1 numeric
@attribute accX__fft2 numeric
@attribute accX__fft3 numeric
@attribute accX__fft4 numeric
@attribute accX__fft5 numeric
@attribute accY__fft1 numeric
@attribute accY__fft2 numeric
@attribute accY__fft3 numeric
@attribute accY__fft4 numeric
@attribute accY__fft5 numeric
@attribute accZ__fft1 numeric
@attribute accZ__fft2 numeric
@attribute accZ__fft3 numeric
@attribute accZ__fft4 numeric
@attribute accZ__fft5 numeric
@attribute accM__fft1 numeric
@attribute accM__fft2 numeric
@attribute accM__fft3 numeric
@attribute accM__fft4 numeric
@attribute accM__fft5 numeric
@attribute class {walking,running,static,cycling}

@data
0.48,47.54,-28.23,126.17,-107.54,-0.41,-86.88,31.43,-173.76,164.34,-0.86,15.02,1.48,54.51,-23.11,0.66,53.63,-26.45,106.47,-103.08,cycling
1.35,-13.41,49.69,-144.86,168.68,-1.4,13.89,-34.22,173.43,-253.41,3.37,-4.26,11.83,-101.35,91,-1.14,-17.09,28.28,-85.04,123.05,cycling
0.85,-63.74,-8.56,-204.56,-111.2,0.37,94.09,19.67,383.96,159.1,-1.82,-34.99,-5.93,-128.81,-68.46,1.9,-49.32,-9.9,-171.04,-78.87,cycling
-1.08,55.72,-174.99,80.56,-141.39,-2.33,-9.23,-23.93,-160.2,374.56,-0.65,-8.3,-54.26,39.82,-156.53,2.63,38.69,-20.65,89.47,-149.72,cycling
-0.17,-19.36,7.63,-9.09,20.54,-0.27,19.28,-17.17,13.23,-19.06,-0.19,33.33,15.45,43.37,-9.02,-0.1,-46.07,8.35,-35.25,21.36,cycling
-1.09,63.22,20.08,167.91,61.77,-0.22,-151.22,5.03,-344.71,-79.76,1.94,33.37,16.4,70.38,37.53,-1.49,81.14,-4.73,181.97,40.42,cycling
-0.86,-73.62,10.26,-191.67,63.43,-0.2,130.7,-31.71,360.14,-157.18,4.2,-26.44,6.27,-87.75,31.75,-3.17,-75.71,18.36,-185.78,63.66,cycling
0.44,36.66,-38.03,98.21,-91.67,0.42,-82.91,51.4,-164.41,276.17,-4.17,9.08,-11.84,51.84,-82.38,2.89,49.94,-32.31,85.53,-112.69,cycling
-0.41,-31.73,20.19,-66.31,101.04,-0.06,40.97,-39.13,140.67,-236.57,-0.96,-2.58,20.7,4.35,43.97,0.31,-29.7,11.15,-101.62,122.61,cycling
-0.75,26.46,-20.17,82.56,-22.24,0.89,-109.25,9.05,-184.68,50.87,-2.49,-9.52,-2.41,19.1,4,1.04,64.5,-12.13,107.43,-29.5,cycling
-2.11,3.69,-12.07,-6.56,-37.94,0.23,-10.06,4.1,8.75,50.16,2.67,4.23,3.97,-8.57,-20.2,-2.58,22.98,-7.05,19.18,-21.98,cycling
0.2,-13.88,-11.69,-19.38,-44.53,-0.86,64.4,44.04,67.02,95.92,-1.29,-16.69,-14.32,-12.75,-19.86,1.33,-22.99,-9.63,-37.24,-49.51,cycling
-0.2,-16.18,19.98,-13.05,114.46,0.3,6.94,-57.04,-5.41,-226.14,1.58,6.57,12.8,16.91,47.1,-1.46,-14.04,27.61,-17.6,118.63,cycling
0.72,31.38,-15.55,72.61,-76.48,-0.58,-55.72,48.36,-135.26,184.9,-3.26,20.19,-22.43,42.59,-31.98,2.83,26.19,-15.33,65.96,-93.95,cycling
-0.86,6.16,14.69,-24.42,23.81,1.43,32.94,-23.71,81.18,-9.4,3.03,-23.49,-5.27,-47.68,-23.63,-3.64,9.24,29.67,-22.52,35.32,cycling
1.68,11.18,40.22,-118.59,-73.06,4.54,147.25,45.81,310.23,215.39,-2.3,-0.33,15.22,-92.74,-74.98,-2.58,-82.6,-19.6,-121.69,-100.05,cycling
-0.53,112.21,101.07,188.87,17.5,1.41,-71.17,58.17,-330.96,68.67,-4.66,104.05,18.92,184.44,-11.86,3.44,28.68,46.3,123.52,-7.66,cycling
4.39,41.24,-201.11,-95.31,58.39,-2.01,132.84,-174.12,188.29,-286.41,1.41,0.31,-44.81,-21.07,57.62,1.47,-37.36,21.61,-118.74,120.39,cycling
-0.02,21.04,-39.6,48.41,-111.82,0.67,-30.2,59.54,-45.98,269.01,0.37,4.91,-19.89,1.75,-72.08,-0.3,24.31,-33.01,49.33,-131.19,cycling
-1.91,15.31,21.93,67.1,-22.21,-0.49,-46.6,22,-62.62,63.1,2.68,90.99,-10.04,73.56,-60.58,-2.79,-25.53,-5.82,4.49,9.53,cycling
-2.21,38.13,2.67,161.63,-112.68,2.92,-92.42,49.68,-250.03,278.82,0.85,32.4,-2.99,90.57,-99.55,-3.3,35.6,-23.3,130.49,-109.17,cycling
1.39,-3.57,31.5,21.61,164.63,0.56,-33.93,-55.28,-18.49,-328.46,-0.52,7.66,31.69,1.73,70.49,0.94,4.07,17.92,3,175.04,cycling
-0.38,-23.03,-45.87,-64.59,-14.17,0.67,141.4,-30.41,120.38,-60.2,-0.18,-78.58,17.41,-55.9,91.23,-0.53,-21.43,-23.53,-47.61,-38.93,cycling
-0.72,-0.6,6.93,70.13,-158.58,1.93,-21.99,31.41,-189.46,391.36,1.29,46.72,-13.61,101.88,-179.07,-2.38,-21.53,-3.26,59.6,-127.68,cycling
-0.62,26.36,-4.31,191.19,-42.89,-0.6,-86.5,6.07,-443.44,106.11,-0.81,44.26,-4.27,174.54,-37.81,0.63,27.14,-1.14,180.47,-32.72,cycling
0.57,-29.66,-99.1,99.82,80.18,0.42,97.64,89.19,-185.06,-154.88,0.08,-82.54,-127.66,80.54,28.58,-0.06,-4.11,3.59,66.18,91.02,cycling
1.23,50.21,19.29,39.24,25.37,-0.15,-30.53,25.62,-60.63,26.93,-0.48,62.96,34.27,56.04,47.94,0.85,-8.57,-23.05,-4.79,-30.73,cycling
0.27,42.92,32.01,192.42,-102.28,-0.17,56.84,-44.38,-339.38,282.83,0.26,-9.2,-6,180.21,-109.9,-0.21,-20.26,34.89,130.76,-106.71,cycling
-0.57,-45.12,52.19,-56.95,-114.66,0.71,-93.69,-27.56,151.1,394.03,-2.06,76.89,5.29,-35.46,-254.87,0.61,0.23,24.29,-56.77,-111.63,cycling
-0.92,20.73,-9.82,-180.2,-63.75,-0.1,-48.04,32.18,391.12,98.61,0.52,45.53,-33.5,-172.64,-56.27,-0.76,0.34,-0.78,-155.15,-46.22,cycling
1.65,27.01,-22.61,-1.52,-140.62,2.42,-22.85,51.98,4.53,251.13,-2.89,6.26,-9.9,-42.74,-76.79,1.72,20.59,-35.82,39.05,-134.94,cycling
-0.54,-1.79,26.93,-14.52,91.67,0.71,9.05,-52.13,12.9,-205.71,-0.5,11.44,15.08,-2.19,37.05,-0.32,-16.42,25.69,-12.53,119.41,cycling
-1.95,-20.15,86.41,-83.2,-50.37,2.04,95.68,-142.09,187.17,76.8,0.39,-22.22,148.03,-35.4,-5.48,-1.56,-32.85,5.65,-95.6,-66.32,cycling
1.88,26.84,17.64,-3.84,11.6,-0.71,1.56,-27.03,-3.29,17.03,-0.25,19.4,7.6,27.88,3.22,2.21,0.1,17.12,-26.89,-11.27,cycling
0.03,-9.65,-26.21,-4.6,13.69,0.17,6.98,22.28,-1.65,31.62,-2.15,6.92,-11.61,30.29,-6.57,2.3,-6.18,-22.03,-24.54,1.24,cycling
0.51,22.35,5.7,68.36,12.63,0.15,23.57,-226.28,-205.12,-61.22,0.43,-94.33,210.35,56.92,44.34,-0.24,47.96,9.98,108.98,12.22,cycling
1.2,20.8,5.05,40.94,5.89,0.49,60.21,223.87,-170.06,88.53,0.31,-52.91,-217.07,109.75,-39.48,0.41,6.78,13.84,35.16,-13.85,cycling
0.58,-39.4,1.81,-68.23,48.41,-2.73,95.71,-23.42,223.05,-111.99,2.59,-50.17,7.68,-45.56,20.65,-0.28,-32.55,9.13,-116.61,60.51,cycling
0.88,63.17,0.26,117.33,31.42,1.18,-113.34,-13.55,-255.9,-46.37,0.19,17.97,-8.75,41.43,5.89,-0.85,66.34,14.06,151.88,35.37,cycling
2.73,-35.42,-18.58,-33.9,-42.41,1.34,25.92,36.89,48.69,87.66,-1.94,19.39,12.73,28.26,-25.09,1.43,-35.58,-39.54,-51.33,-47.17,cycling
-0.62,-11.06,3.59,-10.85,5.24,1.62,-2.61,-7.9,25.97,-14.14,3.5,-33.54,-7.64,-12.01,5.22,-3.58,29.85,10.94,-15.19,8.01,cycling
-1,-3.49,-0.02,-12.69,2.73,2.57,4.25,-4.31,-11.07,10.03,-0.77,7.19,-1.58,4.2,9.85,-1.44,-11.31,0.48,-7.12,-11.54,cycling
2.01,-20.5,12.58,-24.35,-2.63,-0.46,19.65,17.86,32.82,22.06,-1.11,-1.48,-2.3,-1.45,4.39,2.04,-12.86,-4.4,-23.18,-18.78,cycling
1.26,-45.84,19.09,-49.85,35.67,0.16,300.99,-94.71,65.07,-26.24,0.64,-189.62,54.46,45.4,-7.76,0.38,-76.09,25.52,-87.05,32.19,cycling
0.14,43.18,14.62,71.4,16.38,-0.53,-101.38,-27.02,-123.94,-75.48,-1.71,-10.63,25.91,-1.13,-1.05,1.37,86.26,7.57,93.07,71.86,cycling
0.65,13.93,-50.65,43.92,-72.43,0.66,8.26,50.67,-82.18,192.01,-0.14,-9,-19.87,38.04,-44.21,-0.01,2.05,-30.74,49.69,-104.6,cycling
0.19,-9.52,25.89,-43.75,102.19,-0.91,-25.41,-110.8,64.14,-282.15,-0.99,95.02,105.61,-37.96,95.41,1.62,-60.65,1.64,-31.53,124.46,cycling
1.55,9.03,69.48,71.99,121.48,1.51,-41.68,-47.07,-155.76,-170.98,3.87,25.07,45.47,43.66,80.18,-2.15,20.53,20.86,85.12,92.62,cycling
-2.36,16.11,-42.59,-33.52,-97.3,0.32,5.73,-259.26,43.86,128.8,-2.61,10.56,223.4,-23.37,-28.2,0.83,-0.23,-1.48,-10.29,-97.73,cycling
2.23,-39.34,0.76,-39.52,8.98,-0.16,44.99,-12.5,44.81,-30.28,4.69,2.76,6.18,25.74,16.74,-2.37,-47.22,5,-52.05,2.65,cycling
0.64,76.5,-43.4,29.16,-47.43,-1.18,-145.57,52.76,-98.87,127.58,1.05,118.48,-66.33,24.39,-79.15,0.96,14.07,1.31,48.46,-25.97,cycling
1.63,-65.48,-8.13,-67.36,16.73,1.98,84.3,-12.06,108.4,-22.97,-3.4,-85.56,23.48,-53.75,58.72,2.31,0.8,-17.77,-44.65,-30.02,cycling
-4.66,-17.87,-17.82,-13.6,28.19,4.02,13.39,-122.72,172.8,-70.01,3.37,-40.05,50.81,-53.15,-22.37,-6.26,4.77,38.87,-74.81,54.81,cycling
-0.83,59.66,13.1,205.51,-12.85,-0.2,-161.05,15.43,-401.37,83.58,-0.3,-30.29,32.8,119.1,5.28,0.41,141.43,-25.7,225.67,-41.37,cycling
-1.58,-31.1,-15.61,-85.62,-20.09,0.88,145,3.13,207.22,14.04,-0.29,-26.58,-9.61,-48.99,-11.96,-0.71,-71.46,-7.33,-105.83,-14.51,cycling
1.27,41.39,18.82,63.86,105.41,-0.99,-78.34,-25.91,-140.82,-175.91,3.06,6.95,-0.49,34.11,37.76,-1.46,52.13,20.68,70.55,110.96,cycling
-4.74,50.72,70.42,119,10.85,-1.41,42.6,101.46,16.28,46.41,1.44,20.45,16.7,23.44,9.09,-2.01,7.42,-28.61,42.31,-14.03,cycling
-1,-11.09,-10.59,-19.62,-42.72,-0.12,-3.75,-16.22,31.97,13.65,0.68,6.34,35.41,2.28,-16.12,-1.13,-5.05,-24.26,-15.95,-25.13,cycling
-0.36,12.51,8.27,14.08,44.53,0.71,3.81,-25.5,-19.68,-39.89,0.41,-15.35,-0.32,-7.56,11.19,-1.24,12.78,14.86,21.24,33.35,cycling
-0.47,2.84,-8.07,0.01,-2.91,0.39,2.24,-11.22,-27.64,-8.55,0.71,-10.21,-0.04,8.58,22.01,-1.1,6.93,0.17,3.63,-11.6,cycling
1.19,-37.35,-26.41,-7.62,-21.6,-0.25,-10.78,2.35,7.2,14.48,-1.22,6.83,-7.58,0.22,12.69,1.39,-19.2,-13.82,-3.82,-24.7,cycling
0.83,11.93,-12.8,-31.25,-19.5,0.07,-11.88,-22.06,15.88,19.47,-0.37,-11.06,-3.43,-19.48,-12.21,0.46,16.37,2.09,-7.92,-12.53,cycling
-0.18,-20.09,-11.35,-26.68,-13.73,1.07,1.4,-6.04,41.85,11.2,1.24,5.97,4.31,5.96,-5.92,-1.19,-14.41,-12.54,-40.4,-11.36,cycling
0.06,-61.89,18.84,-15.86,23.24,-0.49,-37.52,-4.64,-23.96,24.06,1.57,54.97,-10.42,55.35,-51.62,-0.93,-50.29,14.63,-31.53,32.87,cycling
-1.49,62.57,-5.74,138.25,38.69,-0.08,-102.07,-13.94,-151.99,-26.13,2.31,-20.96,-5.67,4.59,4.37,-2.56,86.61,5.06,139.23,31.95,cycling
-1.02,-28.17,-20.38,-31.01,-109.5,0.59,-14.65,35.59,-28.47,101.93,-0.56,15.83,-2.2,21.75,-27.52,-0.63,-14.68,-23.88,-15.74,-87.1,cycling
0.63,-57.87,-16.09,-31.61,-24.03,-0.33,32.17,14.81,81.9,-3.61,0.33,-29.16,-3.71,-24.64,3.25,0.33,-28.49,-10.85,-35.32,-23.16,cycling
-3,-12.94,14.97,6.73,166.82,-2.15,-21.81,-57.66,-7.26,-225.5,1.55,-6.33,3.94,6.13,57.64,-1.87,9.24,27.1,1.45,152.86,cycling
-0.42,45.9,-27.45,86.63,-108.59,0.05,-41.75,29.03,-100.89,144.99,0.49,22.17,-14.83,42.03,-50.24,-0.24,37.58,-17.39,67.33,-87.68,cycling
-0.39,-77.23,11.75,-146.51,45.63,-0.36,112.35,-13.19,215.1,-67.22,-0.2,-35.36,15.08,-62.95,14.12,0.08,-67.31,0.29,-134.62,38.32,cycling
2.17,80.1,6.33,192.49,5.99,-0.99,-130.96,9.06,-255.24,32.74,-0.89,28.36,4.29,72.26,-7,2.75,83.11,-6.68,175.01,-0.64,cycling
0.77,-20.74,9.57,-141.21,18.35,1.62,-83.28,-178.01,235.13,-130.74,-0.02,70.41,178.51,-118.06,95.05,-0.05,-4.64,2.44,-121.11,17.4,cycling
-1.01,54.64,2.8,51.94,98.07,1.92,-96.13,221.26,-35.9,-147.4,1.31,58.15,-180.52,-9.03,72.06,-2.54,41.25,-0.85,45.03,78.12,cycling
0.76,-47.86,-7.04,-175.4,-65.74,0.6,110.28,28.64,215.82,15.49,-1.91,1.67,-15.06,-81.19,-8.82,1.68,-75.58,-8.46,-147.29,-45.07,cycling
0.02,-15.27,19.21,-23.99,64.47,-0.3,-6.04,-28.74,-12.41,-100.39,0.89,2.21,3.31,6.62,6.65,-0.45,-1.68,22.63,-9.67,75.21,cycling
-2.65,89.99,-12.08,138.65,-69.71,1.47,24.43,28.2,-280.98,150.2,-1.66,17.12,-19.8,137.51,9.56,-1.67,18.81,4.43,131.38,-114.68,cycling
-1.69,32.85,115.58,197.87,102.27,0.88,-0.43,-49.67,-368.44,-90.51,-0.03,-3.86,89.15,151.61,77.47,-1.07,20.27,19.37,167.21,57.37,cycling
-1.16,-64.98,-18.51,-107.38,-24.53,1.68,84.03,-5.65,177.67,8.6,-0.86,-36.73,-9.32,-44,2.9,-1.16,-46.01,-5.77,-113.2,-26.11,cycling
1.19,-18.22,16.6,-59.32,52.95,-2.68,32.25,-38.04,72.81,-79.95,-0.05,15.83,9.4,-9.26,2.73,1.77,-34.62,22.85,-59.79,61.38,cycling
-4.12,94.5,-6.96,133.08,3.98,-0.12,-102.09,-6.47,-188.75,31.67,-3.16,2.24,-5.51,12.22,7.19,0.12,79.68,1.14,144.93,-14.77,cycling
-3.48,-12.52,-54.6,11.17,64.41,0.63,136.04,147.27,-42.93,-146.8,-0.89,-92.2,-129.25,30.26,111.37,-1.37,-23.77,-44.99,4.86,54.92,cycling
0.91,-22.92,-16.25,-31.33,-35.97,0.31,38.07,18.85,44.87,7.13,0.58,19.67,-17.53,0.24,-2.3,-0.08,-39.08,-3.57,-43.12,-19.52,cycling
0.59,-14.61,-21.86,10.64,1.08,-0.24,-22.02,2.51,0.24,-7.43,0.54,-29.11,-14.53,-11.16,6.05,-0.09,26.28,0.86,14.26,8.79,cycling
0.38,-17.47,2.93,-30.6,6.98,-0.99,-7.87,22.17,25.4,25.31,-0.74,9.99,-1.34,11.34,29.96,1.48,-11.84,-7.37,-30.58,-24.96,cycling
4.22,-28.45,9.93,20.4,63.11,-1,92.14,-158.42,-45.53,-136.33,2.4,-76.35,113.83,37.91,71.24,-0.05,-13.26,-5.73,-7.46,56.45,cycling
-0.71,46.08,13.35,97.57,39.46,0.4,-75.75,1.29,-148.97,-30.61,-0.23,44.24,-23.89,43.24,-23.11,-0.36,32.34,16.39,95.35,47.19,cycling
-1,23.37,-12.77,17.71,-36.26,0.71,-16.04,14.12,-28.83,45.03,0.56,-4.37,0.29,-0.3,-4.6,-0.95,23.24,-16.08,23.64,-38.74,cycling
0.04,-24.74,-14.98,-15.09,-41.34,-1.13,19.73,41.35,6.74,36.96,-0.22,12.23,-2.06,37.59,-11.27,0.44,-32.28,-30.39,-33.64,-29.56,cycling
-1.77,-8.49,0.79,-40.95,-14.81,-0.41,50.8,15.43,66.57,14.52,1.87,-4.27,2.99,-14.32,1.81,-1.75,-29.86,-7.35,-41.89,-15.43,cycling
0.19,-2.22,-3.81,3.14,-10.71,-0.17,-19.2,-16.23,7.84,-7.46,0.14,-5.34,14.59,-11.73,-12.94,0.25,6.58,-2.63,10.74,4.31,cycling
-3.88,-27.74,-0.39,-54.5,67.18,1.74,58.02,-14.92,157.16,-80.73,2.68,-11.37,-2.95,-28.24,22.3,-4.14,-30.46,20.14,-83.32,66.75,cycling
-1.43,-34.62,1.62,-5.12,-10.53,-2.86,-56.39,20.45,-21.06,9.65,3.83,14.79,-4,6.14,-15.07,-2.36,0.59,-16.64,-3.93,-5.98,cycling
-1.21,-6.57,12.95,-3.58,58.54,0.38,-29.02,16.84,16.43,-39.34,-0.79,32.44,16.13,-4.77,16.34,-0.15,-10.86,-11.82,-7.47,34.6,cycling
-0.31,4.69,-10.47,6.5,1.44,0.03,11.39,26.33,23.49,12.12,0.49,-8.74,-8.63,-36.69,-17.93,-0.12,9.91,-8.45,18.25,11.52,cycling
0.65,59.92,-13.95,49.95,-14.91,-0.13,-56.04,51.74,-112.51,22.71,-1.13,0.61,-31.85,21.48,1.92,1.37,64.1,-8.47,71.18,-14.94,cycling
1.44,-1.87,24.95,-41.33,-37.96,-1.68,12.06,28.66,61.7,69.95,-2.21,-38.16,32.72,-40.45,-12.49,2.87,18.75,-15.35,-19.84,-51.48,cycling
-0.66,-50.4,13.61,-44.21,41.5,0.8,44.45,-10.32,40.04,-60.2,0.18,-0.51,-2.91,15.43,16.87,-1.08,-51.82,16.11,-54.85,41.52,cycling
-0.68,52.4,-18.4,71.35,24.76,0.07,-47.51,-23.76,-62.74,-64.8,0.47,-14.56,-23.7,-18.19,-2.69,-0.45,62.91,18.23,82.94,44.92,cycling
-0.85,2.66,-20.83,33.5,-110.59,-1.11,38.51,116.31,-143.92,234.59,1.34,-12.93,-60.79,109.48,-41.55,-0.42,3.57,3.96,1.93,-119.05,cycling
-0.41,4.46,-19.98,133.53,35.23,0.15,-173.43,-57.38,-306.8,-163.26,1.38,139.03,64.96,138.47,97,-1.4,38.6,-10.26,155.77,71.35,cycling
-1.22,-9.34,-1.62,78.17,87.22,0.17,-8.93,104.41,-342.46,-112.13,1.02,-25.16,-32.41,167.56,136.39,-1.39,10.75,-37.79,130.47,45.94,cycling
-0.86,30.21,16.26,96.52,135.34,-0.93,-3.37,-43.75,-150.59,-227.45,1.69,-25.22,22.33,32,111.96,-0.81,28.44,16.09,95.9,116.47,cycling
-0.09,-34.86,-43.79,-57.56,-74.41,-0.03,24.4,19.27,64.61,114,-2.29,-18.16,-24.41,-27.67,-27.88,1.35,-16.08,-20.93,-43.94,-79.47,cycling
-1.06,-54.03,-18.22,-58.7,0.61,0.59,80.29,-8.21,91.13,-27.29,0.75,1.57,-20.91,-1.94,21.01,-1.34,-67.02,7.77,-75.36,1.19,cycling
1.21,20.01,27.65,51.66,91.81,-1.87,-74.97,-17.96,-86.35,-66.82,-0.31,-3.6,11.86,15.55,15.01,1.55,50.17,15.09,56.12,73.51,cycling
-1.39,13.63,3.57,57.6,-46.98,1.22,-54.18,31.36,-81.67,42.15,-1.51,-4.87,4,-7.18,-34.49,-0.71,34.55,-16.8,80.64,-20.7,cycling
-0.14,-23.1,-20.05,-42.44,-50.81,-0.28,-3.47,4.45,40.76,77.13,-0.6,-19.99,11.11,-22.06,-11.33,0.6,2.89,-19.06,-28.47,-57.34,cycling
-0.41,14.46,-10.41,20.39,28.38,0.08,-12.76,-5.75,-2.86,-49.64,0.49,4.96,-19.64,-1.08,9.27,-0.14,7.8,7.17,13.97,39.18,cycling
-0.53,-46.38,13.61,-75.02,33.83,-0.53,71.42,-28.69,82.6,-33.36,0.33,1.25,2.2,-6.5,-8.26,-0.12,-61.7,18.59,-77.95,38.64,cycling
-3,0.22,-16.11,21.49,-54.22,0.3,-0.51,21.25,-4.84,65.8,1.87,-22.77,12.27,-10.53,0.29,-3.3,13.09,-25.39,21.33,-62.59,cycling
-0.41,40.26,2.04,68.4,-5.5,-0.4,-59.54,-19.17,-71.83,-27.98,0.52,14.84,-2.8,1.88,-12.53,-0.22,42.08,7.49,69.26,15.81,cycling
-1.28,7.01,2.58,8.09,43.59,-0.59,15.45,-9.69,20.9,-49.72,0.37,-4.69,5.3,-7.69,-19.42,-0.86,-4.86,2.04,-3.85,61.92,cycling
-2.48,-32.31,13.01,-28.49,13.23,-1.11,9.65,-8.55,24.37,-20.63,0.52,-3.1,11.19,-4.43,-16.51,-1.82,-29.41,3.22,-23.04,33.42,cycling
-1.36,12.17,-0.3,7.41,14.7,-1.12,0.51,4.29,-3.13,7.18,-0.73,-0.7,7.21,-4.35,-2.07,0.62,5.05,-10.14,5.03,14.11,cycling
-0.01,-4.2,-14.37,-24.2,11.6,0.38,4.99,-36.38,37.26,-4.67,1.33,1.65,0.42,-2.84,-10.69,-0.92,-8.3,9.89,-33.2,15.43,cycling
-1.24,5.74,-7.16,-4.94,4.92,0.88,3.66,-15.8,-12.3,2.19,1,0.63,-6.66,-3.87,7.85,-1.66,2.1,5.84,4.34,-4.83,cycling
-1.8,18.75,18.58,26.67,0.99,0.35,-21.92,0.6,-7.03,17.22,0.13,8.24,11.33,-2.43,-1.91,-1.08,16.58,2.99,19.87,-3.63,cycling
-0.43,-5.94,-10.21,3.27,-12.79,2.11,-2.19,5.51,-10.28,12.63,-0.58,-4.27,-13.92,2.77,-11.38,-0.82,-0.05,0.45,7.29,-6.02,cycling
-3.89,-47.43,-14,-187.15,18.76,1.24,123.28,108.02,244.8,-70.84,2.48,-24.43,-61.85,-92.57,50.32,-4.05,-68.1,-15.16,-158.76,1.69,cycling
1.76,45.22,21.83,70.27,46.05,-1.35,-66.46,-18.82,-80.78,-65.23,0.28,0.55,15.08,16.44,14.12,0.81,53.69,12.01,62.56,47.67,cycling
0.4,-2.86,3.42,2.09,-105.55,0.83,-24.45,-25.44,-72.44,142.28,-0.58,11.63,52.88,29.77,-34.35,0.6,2.49,-16.59,26.85,-94.27,cycling
4.13,-518.12,1059.28,512.56,-18.78,15.38,-704.97,-1576.77,251.37,-419.82,8.03,524.37,-4112.42,-424.88,-198.76,6.63,-47.55,73.2,24.88,-8.16,static
-0.67,-160.3,144.9,-57.85,76.16,3.77,13.9,71.31,7.94,28.7,-1.16,-71.32,63.83,-11.24,13.76,-1.09,-3.72,-8.12,5.23,-5.07,static
0.46,-6.69,72.47,4.18,2.91,1.52,-4.62,12.97,18.42,-4.68,-0.44,-6.19,39.32,-38.68,6.36,0.02,2.92,4.46,21.03,-2.23,static
-0.41,-4.41,6.48,-3.7,8.88,0.18,11.26,16.81,3.3,9.18,-0.23,-5.44,-3.74,-1.71,4.97,-0.1,-1.85,0.19,-1.73,-2.69,static
0.06,3.4,-6.41,-0.72,-2.88,0.28,3.68,-8.57,-1.26,-3.27,0.18,0.97,-1.54,-0.85,-0.81,-0.21,-0.32,0.94,0.77,0.27,static
0.04,1.8,-0.24,-0.1,-0.46,0.35,-1.5,-2.35,-1.51,-0.06,-0.19,0.65,1.78,-1.13,0.71,0.05,0.96,-0.68,1.38,-0.78,static
-0.28,2.48,-1.74,1.62,-0.66,-0.04,3.46,-4.32,4.47,-3.29,-0.03,2.45,3.36,2.34,-0.1,-0.11,-1.81,-2,-2.53,0.88,static
-0.42,-0.08,0.05,-1.33,-0.08,-0.05,-0.55,0.67,0.29,0.66,-0.27,2.19,0.49,-1.58,-1.04,0.01,-1.56,-0.58,0.44,0.53,static
0.36,0.86,-0.34,-0.1,1.26,0.16,-1.02,-0.24,-1.05,0.67,-0.52,0.68,-0.04,0.29,-0.23,0.54,0.29,-0.05,0.1,0.6,static
0.22,-0.51,0.25,1.04,-1.4,-0.06,-1.8,-7.76,1.27,-3.01,0.16,-0.27,5.33,0.18,1.55,0.01,0.61,-1.16,-0.07,-0.83,static
0.19,-0.66,-1.96,0.39,-1.13,-0.03,-1.93,1.31,0.53,2.44,-0.33,0.86,-2.43,-0.34,-2.21,0.37,-0.35,0.44,0.27,0.21,static
0.28,0.5,0.88,-1.16,0.69,-0.08,0.15,-1.55,-1.02,-0.99,-0.16,1.44,0.08,0.2,-1.47,0.3,-0.91,0.96,-0.38,1.86,static
-0.01,-0.81,-1.8,-1.18,1.49,-0.01,0.52,0.01,0.15,0.13,-0.21,-1.22,-0.33,-0.72,-0.74,0.16,0.34,-0.68,-0.11,1.29,static
-0.03,-0.12,0.04,-0.36,1.24,0.09,1.16,2.27,-1.86,0.04,0.69,-0.06,1.25,0.11,0.4,-0.59,-0.45,-1.79,0.4,0.31,static
0.16,-0.17,-2.07,0.57,-1.16,0.06,0.39,2.88,0.1,2.41,0.2,-0.84,-2.13,1.03,-2.61,-0.1,0.43,-0.46,-0.54,0.56,static
0.02,-0.96,-1.44,-0.32,0.44,0.03,0.92,0.23,0.17,-1.12,0.21,-2.36,2.77,0.14,0.22,-0.16,1.03,-3.04,-0.38,0.44,static
0.1,0.31,2.12,-0.75,1.26,0.04,1.24,-1.54,-2.19,1.12,0.65,-1.48,2.12,1.08,-0.93,-0.48,0.9,0.01,-0.43,1,static
0.06,-1.1,0.83,0.02,-0.38,0.24,1.06,0.13,-0.47,-0.03,-0.56,1.72,1.41,0.13,0.99,0.39,-2.29,-0.71,0.09,-0.97,static
0.25,0.27,0.92,-0.71,0.19,0.13,-0.49,-0.65,-0.34,-0.62,-0.64,-0.27,-0.76,0.34,-0.89,0.58,0.53,1.3,-0.51,1.02,static
0.21,-0.83,-0.93,1.25,0.07,-0.01,-0.48,-0.77,0.95,-0.95,-0.09,0.51,2.61,-0.13,-0.09,0.18,-0.64,-2.22,0.39,0.45,static
0.46,-0.69,-0.4,0.28,0.46,0,0.53,-0.23,-0.4,-0.71,-0.33,1.43,1.83,-1.14,0.01,0.49,-1.67,-1.53,1.18,0.48,static
0,0.84,0.47,0.3,0.3,-0.07,0.66,-0.75,0.81,-0.69,0.41,-1.42,1.27,0.05,-0.42,-0.3,1.29,-0.47,-0.19,0.74,static
-0.14,0.91,1.13,-1.79,0.99,-0.17,1.35,-0.86,2.17,-0.18,0.6,0.81,-0.45,0.75,-0.41,-0.47,-0.66,1.25,-2.3,0.9,static
2.39,12.24,63.09,-2.73,13.98,0.58,22.25,77.88,-13.04,16.23,-0.47,3.99,14.05,-0.68,1.76,1.63,-2.36,-0.88,2.83,1.74,static
-0.19,2.89,-1.24,2.75,-3.5,0.11,-2.6,4.43,-4.15,5.28,0.14,1.99,-2.39,1.7,-0.59,-0.24,1.69,-0.54,2.06,-3.59,static
